Date,BCE.TO,BNS.TO,CP.TO,ENB.TO,RY.TO
2020-03-30,38.55208206176758,39.813533782958984,59.07781219482422,27.52529525756836,68.33065032958984
2020-03-31,40.3556022644043,41.7457275390625,59.584346771240234,28.23495864868164,70.24034118652344
2020-04-01,38.67790985107422,39.50117492675781,57.23588562011719,26.615821838378906,66.92052459716797
2020-04-02,40.11793518066406,40.04597854614258,58.365989685058594,26.918977737426758,67.41205596923828
2020-04-03,39.65657424926758,39.653724670410156,57.7558479309082,27.284149169921875,66.138916015625
2020-04-06,40.215797424316406,40.835445404052734,60.27699279785156,27.862897872924805,69.2170181274414
2020-04-07,40.30667495727539,40.9979133605957,59.39631652832031,27.13945770263672,69.03167724609375
2020-04-08,40.02006912231445,41.65524673461914,61.07515335083008,27.435728073120117,70.43375396728516
2020-04-09,40.13191604614258,42.39381408691406,60.58396530151367,27.649314880371094,71.110595703125
2020-04-13,40.54435729980469,41.1308479309082,59.17949676513672,27.421945571899414,69.38623046875
2020-04-14,40.92882537841797,41.01268768310547,60.779666900634766,28.22117805480957,70.41763305664062
2020-04-15,40.56532669067383,39.63156509399414,58.837974548339844,27.566631317138672,68.70130920410156
2020-04-16,40.29269790649414,38.36860656738281,59.19101333618164,27.71133041381836,67.38788604736328
2020-04-17,40.8798942565918,40.21504211425781,60.2366943359375,28.44165802001953,70.48210144042969
2020-04-20,40.57230758666992,40.443992614746094,59.21979522705078,28.524333953857422,69.95027160644531
2020-04-21,39.628604888916016,38.745277404785156,58.615413665771484,27.4908447265625,67.46844482421875
2020-04-22,39.97812271118164,39.217960357666016,61.3994026184082,28.021373748779297,67.7541732788086
2020-04-23,39.44684982299805,38.98162841796875,61.257423400878906,28.021373748779297,67.15008544921875
2020-04-24,39.4818115234375,39.40261459350586,62.01145935058594,28.36586570739746,67.91743469238281
2020-04-27,39.859291076660156,40.251956939697266,62.197566986083984,28.69658660888672,69.34596252441406
2020-04-28,40.048030853271484,40.9536018371582,62.138092041015625,29.34423828125,70.3092269897461
2020-04-29,40.069000244140625,42.72616195678711,62.759742736816406,30.570642471313477,72.11329650878906
2020-04-30,39.348995208740234,41.21210479736328,60.699092864990234,29.385583877563477,69.90106201171875
2020-05-01,38.87364959716797,40.067317962646484,59.84336853027344,28.944618225097656,68.96232604980469
2020-05-04,39.355987548828125,39.579864501953125,58.96461868286133,29.323570251464844,69.50106811523438
2020-05-05,39.509769439697266,39.26966857910156,58.51948165893555,29.668067932128906,69.2888412475586
2020-05-06,39.79636764526367,39.107181549072266,60.01797103881836,29.81275749206543,69.07660675048828
2020-05-07,39.52375030517578,38.70097351074219,60.2558708190918,30.742889404296875,68.71741485595703
2020-05-08,39.67055130004883,39.107181549072266,61.236328125,30.76357078552246,69.6643295288086
2020-05-11,39.936187744140625,39.44692611694336,61.82918930053711,31.838394165039062,70.69290161132812
2020-05-12,39.16724395751953,38.952083587646484,61.71598815917969,31.252742767333984,69.29698944091797
2020-05-13,38.20255661010742,37.26814270019531,61.52220153808594,30.343273162841797,67.34600067138672
2020-05-14,38.54509353637695,37.334617614746094,59.799232482910156,30.181842803955078,67.86844635009766
2020-05-15,38.3773193359375,36.90625,59.54405212402344,30.827590942382812,67.46029663085938
2020-05-19,38.67091751098633,37.7260627746582,61.9634895324707,31.375076293945312,68.3500747680664
2020-05-20,38.46820068359375,38.124881744384766,65.13506317138672,31.24171257019043,70.21128845214844
2020-05-21,38.02081298828125,38.006710052490234,64.38294982910156,30.806541442871094,68.30924987792969
2020-05-22,38.18159484863281,37.7408332824707,64.68609619140625,30.862686157226562,67.15825653076172
2020-05-25,38.51015090942383,38.398162841796875,65.27127075195312,30.996042251586914,67.67252349853516
2020-05-26,38.950538635253906,41.24163818359375,66.04067993164062,30.750383377075195,71.8602294921875
2020-05-27,39.390933990478516,42.814796447753906,66.88298034667969,31.031143188476562,75.30508422851562
2020-05-28,39.84531784057617,42.35688018798828,66.36299896240234,31.269786834716797,74.5540771484375
2020-05-29,40.006080627441406,40.746803283691406,66.21334838867188,31.431232452392578,72.92144775390625
2020-06-01,39.922203063964844,41.49275588989258,64.91634368896484,31.40315055847168,74.48878479003906
2020-06-02,40.313663482666016,42.246097564697266,65.56100463867188,31.641796112060547,76.43974304199219
2020-06-03,40.93581771850586,43.52381896972656,67.4700927734375,31.494396209716797,77.02751159667969
2020-06-04,41.1455192565918,43.612449645996094,67.01728820800781,30.982006072998047,77.47647857666016
2020-06-05,41.59291458129883,44.71290969848633,68.58676147460938,31.473342895507812,79.01930236816406
2020-06-08,41.78165054321289,45.02311706542969,67.3146743774414,31.81024932861328,78.42339324951172
2020-06-09,41.39718246459961,44.808929443359375,67.87301635742188,31.066240310668945,77.25607299804688
2020-06-10,41.48805618286133,44.26239013671875,66.79280090332031,30.252033233642578,76.11323547363281
2020-06-11,40.43948745727539,42.36427307128906,64.6170425415039,29.086870193481445,73.37857818603516
2020-06-12,40.633121490478516,43.21361541748047,65.69339752197266,29.57118797302246,74.5704116821289
2020-06-15,40.157920837402344,42.97727584838867,65.63585662841797,29.65541648864746,74.58673095703125
2020-06-16,41.094139099121094,43.3908805847168,66.80237579345703,30.462602615356445,75.71324157714844
2020-06-17,40.67567443847656,43.139766693115234,67.01919555664062,30.027421951293945,75.32141876220703
2020-06-18,40.90263366699219,42.763092041015625,66.95204162597656,30.39942741394043,75.91730499267578
2020-06-19,41.10832595825195,42.120540618896484,66.49730682373047,29.71858787536621,75.39486694335938
2020-06-22,40.654396057128906,41.9063606262207,65.66461181640625,29.472911834716797,75.18260955810547
2020-06-23,40.48417282104492,41.93589782714844,65.24635314941406,29.41676139831543,75.59078979492188
2020-06-24,40.08699417114258,41.09392166137695,64.20257568359375,28.771013259887695,74.86427307128906
2020-06-25,40.37069320678711,41.3671989440918,65.71441650390625,29.044757843017578,76.05607604980469
2020-06-26,39.576332092285156,40.20766067504883,65.34127044677734,28.420066833496094,74.44794464111328
2020-06-29,40.2572135925293,41.07915496826172,65.8125228881836,29.093891143798828,75.27241516113281
2020-06-30,40.157920837402344,41.49275588989258,66.42032623291016,28.97456169128418,75.19078063964844
2020-07-02,40.001888275146484,41.699554443359375,66.28951263427734,29.185134887695312,75.72955322265625
2020-07-03,40.1153678894043,42.098388671875,65.82789611816406,29.234268188476562,75.23977661132812
2020-07-06,39.80329132080078,42.20343780517578,66.29146575927734,28.932453155517578,76.25199890136719
2020-07-07,39.44866180419922,41.23540115356445,66.81078338623047,28.623619079589844,75.48467254638672
2020-07-08,39.18623352050781,41.0703125,67.37434387207031,28.56746482849121,75.08467102050781
2020-07-09,38.895442962646484,40.620059967041016,66.86656188964844,28.216510772705078,74.50508880615234
2020-07-10,39.11531448364258,41.67815399169922,67.5282211303711,28.181419372558594,75.98261260986328
2020-07-13,39.62598419189453,42.16591262817383,66.40878295898438,28.349868774414062,76.2765121459961
2020-07-14,39.6969108581543,42.075870513916016,68.2322006225586,29.290422439575195,77.41118621826172
2020-07-15,39.9664192199707,42.45108413696289,68.8611831665039,29.381671905517578,78.18667602539062
2020-07-16,40.583473205566406,42.811283111572266,70.12869262695312,29.430803298950195,78.17034912109375
2020-07-17,40.83879852294922,42.458580017089844,71.34434509277344,29.206192016601562,78.2519760131836
2020-07-20,40.21465301513672,42.068363189697266,70.9865493774414,28.97456169128418,77.50096893310547
2020-07-21,40.023162841796875,42.31599807739258,70.20757293701172,29.304458618164062,78.12136840820312
2020-07-22,39.640167236328125,42.2559700012207,70.2960433959961,29.59223747253418,77.86831665039062
2020-07-23,39.58342361450195,42.00833511352539,70.90771484375,29.41676139831543,77.63973236083984
2020-07-24,39.63307189941406,41.6856575012207,70.7249755859375,29.45186424255371,77.38375854492188
2020-07-27,39.753639221191406,41.57308578491211,71.1673812866211,29.374656677246094,77.11957550048828
2020-07-28,39.902587890625,41.30293273925781,70.58264923095703,29.63435935974121,76.36817169189453
2020-07-29,39.86003875732422,41.77569580078125,71.88866424560547,30.54682731628418,76.8553237915039
2020-07-30,40.12246322631836,41.858245849609375,71.22700500488281,30.448562622070312,76.98744201660156
2020-07-31,39.83165740966797,41.280426025390625,70.85384368896484,30.090595245361328,76.29386138916016
2020-08-04,40.342323303222656,41.445518493652344,69.55360412597656,30.848657608032227,76.36817169189453
2020-08-05,39.98770523071289,41.963314056396484,69.9190673828125,30.63808250427246,77.44984436035156
2020-08-06,40.47708511352539,42.150909423828125,71.44628143310547,30.897777557373047,78.10211944580078
2020-08-07,40.235939025878906,42.6987190246582,72.58687591552734,31.003068923950195,78.77094268798828
2020-08-10,40.321041107177734,43.40410614013672,73.66976928710938,31.452289581298828,79.45626831054688
2020-08-11,40.59056854248047,43.70427322387695,74.43721771240234,31.347000122070312,80.63700103759766
2020-08-12,40.61893081665039,44.08698272705078,75.30469512939453,31.6488094329834,80.95076751708984
2020-08-13,40.228843688964844,43.65925598144531,74.69882202148438,31.04128646850586,80.62874603271484
2020-08-14,40.2572135925293,43.28403854370117,74.87577056884766,31.11275863647461,80.47185516357422
2020-08-17,40.030242919921875,42.93135070800781,75.7586441040039,31.034137725830078,80.17460632324219
2020-08-18,40.363609313964844,42.79627227783203,76.2144775390625,31.026996612548828,80.35626983642578
2020-08-19,40.46998977661133,42.458580017089844,75.90866088867188,30.962669372558594,80.66178131103516
2020-08-20,40.59765625,42.05335235595703,75.65091705322266,30.891199111938477,80.85166931152344
2020-08-21,40.824615478515625,41.6856575012207,75.7105484008789,30.905494689941406,80.85166931152344
2020-08-24,40.92390441894531,42.383544921875,75.86250305175781,30.99125099182129,81.6938705444336
2020-08-25,40.959373474121094,42.098388671875,75.72400665283203,30.762540817260742,82.50305938720703
2020-08-26,40.8033447265625,42.556129455566406,75.7624740600586,30.226486206054688,83.72509765625
2020-08-27,40.9380989074707,43.178985595703125,76.04907989501953,30.426605224609375,84.13793182373047
2020-08-28,40.4629020690918,42.61616897583008,75.37971496582031,30.483795166015625,83.45260620117188
2020-08-31,39.760738372802734,42.30098342895508,74.2237319946289,29.826221466064453,82.01589965820312
2020-09-01,39.53377914428711,41.73818588256836,74.39105987548828,30.097820281982422,81.7681884765625
2020-09-02,40.4629020690918,41.933284759521484,74.41223907470703,30.390867233276367,81.85901641845703
2020-09-03,39.98060607910156,41.49054718017578,73.86979675292969,30.083532333374023,80.7856216430664
2020-09-04,39.604705810546875,41.52805709838867,72.92346954345703,29.476001739501953,80.01773071289062
2020-09-08,40.037353515625,41.160362243652344,73.0215835571289,29.468849182128906,79.50580596923828
2020-09-09,40.420345306396484,41.60309982299805,74.56416320800781,29.847660064697266,80.50489044189453
2020-09-10,40.08699417114258,41.41550064086914,75.09696197509766,29.290163040161133,79.6048812866211
2020-09-11,40.384883880615234,41.558082580566406,76.24333190917969,29.397380828857422,80.24066925048828
2020-09-14,40.1279182434082,41.513057708740234,77.4031753540039,29.104331970214844,80.81039428710938
2020-09-15,40.610172271728516,41.67063903808594,78.06291198730469,29.168663024902344,81.02507019042969
2020-09-16,40.1279182434082,41.32544708251953,76.5299301147461,29.168663024902344,79.81957244873047
2020-09-17,40.351051330566406,41.40800094604492,76.73573303222656,28.98282241821289,79.70396423339844
2020-09-18,39.94797897338867,41.3854866027832,76.35298156738281,28.73981475830078,78.82875061035156
2020-09-21,39.49451446533203,40.9577522277832,76.01636505126953,28.568269729614258,77.90396118164062
2020-09-22,40.14231491088867,40.7551383972168,77.07617950439453,29.011417388916016,77.87919616699219
2020-09-23,39.54488754272461,40.620059967041016,76.78767395019531,28.225202560424805,77.30946350097656
2020-09-24,39.62406921386719,40.68009567260742,77.26582336425781,28.303815841674805,77.77185821533203
2020-09-25,39.911983489990234,40.86770248413086,77.58589172363281,28.732666015625,78.01956939697266
2020-09-28,40.35824203491211,42.00082778930664,77.82496643066406,28.76840591430664,78.90304565429688
2020-09-29,40.14231491088867,41.60309982299805,78.50553894042969,28.303815841674805,77.5406723022461
2020-09-30,39.746429443359375,41.513057708740234,78.0948715209961,27.803499221801758,77.19386291503906
2020-10-01,39.724830627441406,41.56559371948242,77.33329772949219,27.581932067871094,77.25166320800781
2020-10-02,39.911983489990234,42.09088134765625,77.94064331054688,27.589075088500977,77.83790588378906
2020-10-05,39.940773010253906,42.556095123291016,78.12378692626953,28.039369583129883,78.87002563476562
2020-10-06,39.76802062988281,42.67049026489258,77.34101104736328,27.53190040588379,78.96910095214844
2020-10-07,39.94797897338867,43.2196044921875,79.23243713378906,27.732027053833008,80.64525604248047
2020-10-08,40.16390609741211,43.27299499511719,78.86802673339844,28.611160278320312,80.67828369140625
2020-10-09,40.09192657470703,43.03656768798828,79.45606994628906,28.025068283081055,80.38103485107422
2020-10-13,40.6965446472168,42.838279724121094,80.36225128173828,27.846385955810547,80.33975982666016
2020-10-14,40.41583251953125,42.59423065185547,81.59233856201172,27.660552978515625,80.15809631347656
2020-10-15,40.79730987548828,42.80014419555664,82.85710906982422,27.610519409179688,80.14986419677734
2020-10-16,40.45901870727539,42.84590148925781,82.6623764038086,27.77490997314453,80.37276458740234
2020-10-19,39.739234924316406,42.52558898925781,82.07817840576172,27.38180923461914,79.39022064208984
2020-10-20,39.77522659301758,42.38831329345703,81.00812530517578,27.281742095947266,79.18377685546875
2020-10-21,39.588077545166016,42.42643737792969,79.85323333740234,27.181673049926758,79.86912536621094
2020-10-22,40.43022155761719,43.00606155395508,80.03446960449219,27.57478141784668,80.38103485107422
2020-10-23,40.45182800292969,43.60856246948242,79.72405242919922,27.15308952331543,80.39773559570312
2020-10-26,39.81841278076172,43.21198272705078,78.38602447509766,26.888629913330078,78.9031753540039
2020-10-27,39.760826110839844,42.51795959472656,78.21633911132812,26.6599063873291,77.57559204101562
2020-10-28,38.81791305541992,41.396854400634766,77.08457946777344,26.216766357421875,76.13947296142578
2020-10-29,38.91867446899414,42.10612869262695,76.58137512207031,26.23106575012207,77.55889129638672
2020-10-30,38.537193298339844,42.2129020690918,76.76260375976562,26.238216400146484,77.78433990478516
2020-11-02,38.52999496459961,42.395938873291016,80.01327514648438,26.02379608154297,77.89286804199219
2020-11-03,38.65956115722656,42.95268249511719,81.23948669433594,26.059524536132812,79.27054595947266
2020-11-04,39.149009704589844,43.11283493041992,79.03768920898438,26.12385368347168,81.18257904052734
2020-11-05,38.31406021118164,43.1890983581543,80.37188720703125,26.53126335144043,80.38103485107422
2020-11-06,38.0981330871582,43.09758377075195,80.42393493652344,25.602087020874023,80.77345275878906
2020-11-09,39.458518981933594,45.59145736694336,81.65017700195312,27.038732528686523,81.54997253417969
2020-11-10,40.120723724365234,46.78882598876953,82.30956268310547,28.339557647705078,82.99445343017578
2020-11-11,40.58857727050781,46.88797378540039,82.63731384277344,28.468215942382812,83.61231231689453
2020-11-12,40.52379608154297,46.42275619506836,83.11546325683594,27.709444046020508,83.73756408691406
2020-11-13,40.22148513793945,46.36936569213867,84.23564910888672,27.271703720092773,83.82939910888672
2020-11-16,40.58138656616211,47.35319519042969,84.97602081298828,27.72403907775879,84.95658111572266
2020-11-17,40.86210250854492,47.307430267333984,85.18810272216797,28.38066291809082,86.38435363769531
2020-11-18,40.77572250366211,47.94806671142578,85.07050323486328,27.78969955444336,86.90203857421875
2020-11-19,40.84770202636719,48.03957748413086,85.09363555908203,27.775110244750977,86.8102035522461
2020-11-20,40.75413131713867,48.41328048706055,83.93487548828125,27.950218200683594,87.11077117919922
2020-11-23,40.63895797729492,48.71072006225586,82.97471618652344,28.584945678710938,88.17115020751953
2020-11-24,40.977264404296875,49.15305709838867,81.7619857788086,29.723085403442383,89.93292236328125
2020-11-25,40.869285583496094,49.305580139160156,81.76777648925781,30.138954162597656,89.93292236328125
2020-11-26,40.9268798828125,49.480995178222656,81.39180755615234,30.073291778564453,90.3837890625
2020-11-27,41.04923629760742,49.488616943359375,81.32431030273438,30.41619110107422,90.30863952636719
2020-11-30,40.52379608154297,48.19973373413086,80.89437103271484,29.591772079467773,88.55522918701172
2020-12-01,40.372642517089844,49.572513580322266,80.5087661743164,29.562580108642578,89.37349700927734
2020-12-02,40.502201080322266,50.449562072753906,80.0267562866211,30.321352005004883,88.83076477050781
2020-12-03,40.84049987792969,50.640228271484375,80.48370361328125,30.722612380981445,88.37154388427734
2020-12-04,41.236385345458984,51.47914123535156,82.17652893066406,31.109296798706055,87.79544067382812
2020-12-07,41.41632843017578,51.26560974121094,82.59490203857422,31.080110549926758,88.27970123291016
2020-12-08,41.63945388793945,52.02063751220703,83.1906509399414,31.226028442382812,88.34648895263672
2020-12-09,42.02813720703125,52.13502883911133,83.99850463867188,31.38653564453125,88.71388244628906
2020-12-10,42.078529357910156,52.08165740966797,83.35454559326172,31.773210525512695,88.87252044677734
2020-12-11,42.143306732177734,52.40195846557617,83.37191009521484,31.773210525512695,88.81407165527344
2020-12-14,41.26930236816406,51.982505798339844,82.44258117675781,31.029037475585938,87.55329895019531
2020-12-15,40.6413459777832,51.95199966430664,82.70286560058594,31.21143341064453,87.18589782714844
2020-12-16,40.714359283447266,51.929115295410156,83.34684753417969,30.941490173339844,87.46978759765625
2020-12-17,40.473411560058594,51.944374084472656,84.18359375,30.773681640625,87.19426727294922
2020-12-18,40.53182601928711,51.80708694458008,84.78129577636719,30.591291427612305,86.87698364257812
2020-12-21,39.976890563964844,51.761329650878906,84.13731384277344,30.314050674438477,86.60144805908203
2020-12-22,39.86736297607422,51.85285186767578,84.60005187988281,30.080581665039062,86.40103912353516
2020-12-23,39.91117858886719,52.18841552734375,84.65596771240234,30.117063522338867,87.55329895019531
2020-12-24,40.02069854736328,52.27232360839844,84.95480346679688,30.09518051147461,87.59504699707031
2020-12-29,39.933074951171875,52.37907409667969,85.76844024658203,29.76686668395996,87.83717346191406
2020-12-30,39.86736297607422,52.4553337097168,86.0853042602539,29.781457901000977,87.51988983154297
2020-12-31,39.74323272705078,52.47060012817383,85.31050109863281,29.701204299926758,87.32784271240234
2021-01-04,40.14483642578125,52.33148956298828,85.16175079345703,29.803342819213867,87.40300750732422
2021-01-05,40.79468536376953,52.4937744140625,86.46402740478516,30.861242294311523,87.96244049072266
2021-01-06,40.736270904541016,52.93425750732422,88.21842193603516,30.474559783935547,89.23989868164062
2021-01-07,40.27626037597656,53.31290817260742,90.76500701904297,31.189552307128906,90.23348999023438
2021-01-08,40.34927749633789,52.59423065185547,92.52326965332031,30.91960906982422,90.1583480834961
2021-01-11,40.23975372314453,52.59423065185547,89.94577026367188,30.985261917114258,90.04145812988281
2021-01-12,40.08641815185547,53.19699478149414,89.50521850585938,31.34276008605957,90.55911254882812
2021-01-13,40.06452178955078,53.343807220458984,89.15937042236328,32.065032958984375,90.64263153076172
2021-01-14,40.122928619384766,54.06248092651367,87.22530364990234,32.84568786621094,90.3253402709961
2021-01-15,40.77278137207031,54.25567626953125,87.76436614990234,32.74354934692383,90.50902557373047
2021-01-18,40.714359283447266,54.40251541137695,88.11985778808594,32.15988540649414,90.42554473876953
2021-01-19,40.3565788269043,54.68069839477539,86.4195785522461,32.64870834350586,90.00804138183594
2021-01-20,40.261661529541016,54.53388214111328,86.60700225830078,32.80921173095703,90.23348999023438
2021-01-21,40.174034118652344,54.07794952392578,85.17140197753906,32.33498764038086,90.04145812988281
2021-01-22,39.96958923339844,53.62974548339844,83.41315460205078,32.218257904052734,89.64067840576172
2021-01-25,40.312767028808594,54.047035217285156,84.74247741699219,32.20366668701172,89.64910888671875
2021-01-26,40.4442024230957,53.73793029785156,83.869140625,32.29121780395508,89.39608764648438
2021-01-27,40.261661529541016,52.75651931762695,81.76309204101562,31.583518981933594,87.78510284423828
2021-01-28,40.429595947265625,53.44428634643555,85.92109680175781,31.802391052246094,88.70446014404297
2021-01-29,39.60450744628906,52.70241928100586,83.01318359375,31.34276008605957,87.29591369628906
2021-02-01,39.80165481567383,53.065616607666016,83.97345733642578,31.751325607299805,88.15621948242188
2021-02-02,40.22515106201172,53.53700256347656,87.68901062011719,32.20366668701172,89.11775207519531
2021-02-03,40.07182312011719,53.40564727783203,86.72099304199219,32.58304214477539,89.01654052734375
2021-02-04,40.926109313964844,54.000667572021484,86.91422271728516,33.03538513183594,89.65756225585938
2021-02-05,40.49531936645508,54.085662841796875,87.81071472167969,32.76544189453125,89.97804260253906
2021-02-08,40.57563018798828,54.70387649536133,87.49964904785156,33.27613830566406,90.35759735107422
2021-02-09,40.488014221191406,54.81207275390625,87.18470764160156,33.108341217041016,90.30699157714844
2021-02-10,40.61213302612305,54.549312591552734,86.77701568603516,33.443946838378906,89.345458984375
2021-02-11,40.41499710083008,54.649784088134766,87.14221954345703,33.11326599121094,89.24425506591797
2021-02-12,40.51721954345703,54.87388610839844,89.59217834472656,32.70454788208008,89.57321166992188
2021-02-16,40.51721954345703,55.06708526611328,89.58638000488281,32.77886199951172,89.7925033569336
2021-02-17,40.80928421020508,54.86616897583008,89.15745544433594,32.555931091308594,90.56001281738281
2021-02-18,40.68516159057617,54.92799758911133,88.08509063720703,32.48161315917969,92.02761840820312
2021-02-19,40.15943145751953,55.26026916503906,89.60376739501953,32.474178314208984,92.58427429199219
2021-02-22,40.08641815185547,55.700748443603516,88.54302215576172,32.875465393066406,93.68073272705078
2021-02-23,40.101016998291016,57.26173400878906,88.47731018066406,33.2916145324707,94.6085433959961
2021-02-24,40.02069854736328,58.97727966308594,88.4039077758789,33.2172966003418,94.36393737792969
2021-02-25,40.152137756347656,58.4517822265625,88.4560775756836,32.816017150878906,93.0734634399414
2021-02-26,39.74323272705078,57.493553161621094,87.6271743774414,31.93913459777832,91.39501190185547
2021-03-01,40.152137756347656,58.382240295410156,90.2471694946289,32.667388916015625,92.55896759033203
2021-03-02,40.509910583496094,59.22454071044922,89.38350677490234,32.88290023803711,92.52523040771484
2021-03-03,40.57563018798828,59.48729705810547,88.26287841796875,33.03894805908203,92.57583618164062
2021-03-04,40.68516159057617,58.938629150390625,85.9693832397461,33.13556671142578,92.67704772949219
2021-03-05,41.56866455078125,59.83502197265625,88.70532989501953,33.313907623291016,94.94590759277344
2021-03-08,42.17470169067383,60.3064079284668,88.93718719482422,33.75233840942383,96.5653076171875
